MatchId,Season,Home_id,Away_id,Date,Score_home,Score_away,Unibet_H,Unibet_A,bet-at-home_H,bet-at-home_A,bet365_H,bet365_A,bwin_H,bwin_A,Pinnacle_H,Pinnacle_A,William Hill_H,William Hill_A,Marathonbet_H,Marathonbet_A,1xBet_H,1xBet_A,Coolbet_H,Coolbet_A,Betago_H,Betago_A
967,2011-2012,Pinar Karsiyaka,Bandirma Kirmizi,2012-01-14,89,62,1.01,15.0,1.01,12.0,Na,Na,1.01,15.5,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
968,2011-2012,Hacettepe,Erdemirspor,2012-01-14,73,76,2.0,1.72,2.0,1.65,2.0,1.72,2.35,1.55,2.31,1.69,2.0,1.73,Na,Na,Na,Na,Na,Na,Na,Na
969,2011-2012,Trabzonspor,Turk Telekom,2012-01-14,89,78,2.54,1.45,2.7,1.4,2.95,1.35,2.9,1.38,2.87,1.48,3.0,1.33,Na,Na,Na,Na,Na,Na,Na,Na
970,2011-2012,Antalya BB,Besiktas,2012-01-14,75,85,3.55,1.25,3.6,1.25,3.5,1.25,3.7,1.25,3.99,1.29,3.6,1.25,Na,Na,Na,Na,Na,Na,Na,Na
971,2011-2012,Anadolu Efes,Mersin BSB,2012-01-14,104,72,1.02,12.0,1.02,10.0,Na,Na,1.02,11.0,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
972,2011-2012,Tofas,Fenerbahce,2012-01-13,89,87,3.55,1.25,3.6,1.25,3.3,1.28,3.2,1.3,3.74,1.32,3.25,1.3,Na,Na,Na,Na,Na,Na,Na,Na
973,2011-2012,Aliaga Petkim,Bandirma,2012-08-01,70,65,3.2,1.3,3.2,1.3,3.3,1.28,3.2,1.33,4.08,1.28,3.0,1.33,Na,Na,Na,Na,Na,Na,Na,Na
974,2011-2012,Bandirma Kirmizi,Antalya BB,2012-08-01,85,92,3.55,1.25,3.6,1.25,3.5,1.25,3.5,1.28,3.44,1.36,3.6,1.25,Na,Na,Na,Na,Na,Na,Na,Na
975,2011-2012,Mersin BSB,Hacettepe,2012-08-01,69,75,1.38,2.8,1.35,2.9,1.35,2.95,1.33,3.2,1.4,3.22,1.4,2.75,Na,Na,Na,Na,Na,Na,Na,Na
976,2011-2012,Erdemirspor,Galatasaray,2012-07-01,75,83,4.0,1.2,4.2,1.2,4.25,1.18,3.9,1.23,4.76,1.23,4.2,1.2,Na,Na,Na,Na,Na,Na,Na,Na
977,2011-2012,Eskisehir,Pinar Karsiyaka,2012-07-01,65,75,2.75,1.4,2.5,1.45,2.54,1.48,2.65,1.45,2.5,1.6,2.5,1.5,Na,Na,Na,Na,Na,Na,Na,Na
978,2011-2012,Turk Telekom,Tofas,2012-07-01,75,83,1.5,2.4,1.5,2.35,1.52,2.4,1.53,2.4,1.65,2.4,1.53,2.38,Na,Na,Na,Na,Na,Na,Na,Na
979,2011-2012,Besiktas,Trabzonspor,2012-07-01,85,57,1.05,8.0,1.02,10.0,1.06,9.0,1.04,9.25,Na,Na,1.05,8.0,Na,Na,Na,Na,Na,Na,Na,Na
980,2011-2012,Fenerbahce,Anadolu Efes,2012-07-01,83,90,1.72,2.0,1.65,2.0,1.75,1.95,1.72,2.0,1.78,2.16,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na
981,2011-2012,Galatasaray,Mersin BSB,2012-04-01,105,67,1.07,7.0,1.1,6.2,1.12,6.0,1.11,6.0,1.09,9.4,1.1,6.5,Na,Na,Na,Na,Na,Na,Na,Na
982,2011-2012,Aliaga Petkim,Eskisehir,2012-04-01,67,63,1.4,2.75,1.35,2.9,1.4,2.75,1.35,3.0,1.41,3.18,1.36,3.0,Na,Na,Na,Na,Na,Na,Na,Na
983,2011-2012,Anadolu Efes,Turk Telekom,2012-04-01,78,70,1.05,8.0,1.05,8.5,1.08,7.5,1.07,7.15,1.07,10.75,1.05,9.0,Na,Na,Na,Na,Na,Na,Na,Na
984,2011-2012,Bandirma,Erdemirspor,2012-04-01,72,64,1.12,5.5,1.14,5.0,1.13,5.0,1.14,4.9,1.15,6.14,1.13,5.0,Na,Na,Na,Na,Na,Na,Na,Na
985,2011-2012,Tofas,Besiktas,2012-04-01,96,90,2.75,1.4,2.5,1.45,2.5,1.5,2.6,1.45,3.04,1.44,2.75,1.4,Na,Na,Na,Na,Na,Na,Na,Na
986,2011-2012,Trabzonspor,Bandirma Kirmizi,2012-04-01,77,64,1.14,4.75,1.14,5.0,1.18,4.25,1.17,4.59,1.14,6.36,1.17,4.5,Na,Na,Na,Na,Na,Na,Na,Na
987,2011-2012,Antalya BB,Pinar Karsiyaka,2012-04-01,89,94,2.75,1.4,2.9,1.35,3.2,1.3,2.9,1.38,3.1,1.43,3.25,1.33,Na,Na,Na,Na,Na,Na,Na,Na
988,2011-2012,Hacettepe,Fenerbahce,2012-03-01,58,79,5.5,1.12,5.0,1.14,5.0,1.13,6.1,1.1,5.19,1.2,5.8,1.11,Na,Na,Na,Na,Na,Na,Na,Na
989,2011-2012,Antalya BB,Trabzonspor,2011-12-31,98,77,1.32,3.1,1.35,2.9,1.3,3.2,1.32,3.2,1.54,2.66,1.4,2.75,Na,Na,Na,Na,Na,Na,Na,Na
990,2011-2012,Besiktas,Anadolu Efes,2011-12-31,83,76,2.95,1.35,2.7,1.4,2.75,1.4,2.8,1.4,3.27,1.39,2.75,1.4,Na,Na,Na,Na,Na,Na,Na,Na
991,2011-2012,Erdemirspor,Eskisehir,2011-12-31,67,64,1.4,2.75,1.35,2.9,1.4,2.75,1.45,2.6,1.47,2.91,1.36,2.88,Na,Na,Na,Na,Na,Na,Na,Na
992,2011-2012,Mersin BSB,Bandirma,2011-12-31,70,83,3.2,1.3,2.9,1.35,3.2,1.3,3.0,1.35,3.74,1.32,2.75,1.4,Na,Na,Na,Na,Na,Na,Na,Na
993,2011-2012,Fenerbahce,Galatasaray,2011-12-30,80,79,1.4,2.75,1.4,2.7,1.45,2.6,1.42,2.7,1.49,2.83,1.4,2.75,Na,Na,Na,Na,Na,Na,Na,Na
994,2011-2012,Turk Telekom,Hacettepe,2011-12-30,75,73,1.3,3.2,1.35,2.9,1.38,2.85,1.35,3.0,1.4,3.25,1.36,3.0,Na,Na,Na,Na,Na,Na,Na,Na
995,2011-2012,Bandirma Kirmizi,Tofas,2011-12-30,65,69,4.75,1.14,4.2,1.2,4.25,1.18,4.65,1.14,5.88,1.17,4.59,1.17,Na,Na,Na,Na,Na,Na,Na,Na
996,2011-2012,Pinar Karsiyaka,Aliaga Petkim,2011-12-30,88,81,1.2,4.0,1.25,3.6,1.2,4.0,1.2,4.2,1.29,4.05,1.2,4.2,Na,Na,Na,Na,Na,Na,Na,Na
997,2011-2012,Aliaga Petkim,Erdemirspor,2011-12-25,72,74,1.5,2.4,1.5,2.35,1.45,2.6,1.45,2.6,1.49,2.83,1.53,2.38,Na,Na,Na,Na,Na,Na,Na,Na
998,2011-2012,Bandirma,Fenerbahce,2011-12-25,70,66,2.25,1.57,2.2,1.55,2.25,1.58,2.25,1.6,2.16,1.78,2.25,1.57,Na,Na,Na,Na,Na,Na,Na,Na
999,2011-2012,Galatasaray,Turk Telekom,2011-12-25,82,75,1.08,6.5,1.1,6.2,1.08,7.0,1.1,5.8,1.1,8.61,1.1,6.5,Na,Na,Na,Na,Na,Na,Na,Na
1000,2011-2012,Tofas,Antalya BB,2011-12-24,90,73,1.3,3.2,1.3,3.2,1.33,3.0,1.28,3.4,1.35,3.52,1.33,3.0,Na,Na,Na,Na,Na,Na,Na,Na
1001,2011-2012,Anadolu Efes,Bandirma Kirmizi,2011-12-24,80,56,Na,Na,1.01,10.0,Na,Na,1.01,12.0,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1002,2011-2012,Eskisehir,Mersin BSB,2011-12-24,86,81,1.6,2.2,1.6,2.1,1.6,2.2,1.6,2.25,1.63,2.44,1.62,2.2,Na,Na,Na,Na,Na,Na,Na,Na
1003,2011-2012,Trabzonspor,Pinar Karsiyaka,2011-12-24,69,88,3.55,1.25,3.2,1.3,3.2,1.3,3.45,1.28,3.33,1.38,3.0,1.33,Na,Na,Na,Na,Na,Na,Na,Na
1004,2011-2012,Hacettepe,Besiktas,2011-12-24,81,80,6.5,1.08,6.2,1.1,6.0,1.12,5.25,1.13,6.25,1.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1005,2011-2012,Antalya BB,Anadolu Efes,2011-12-18,102,106,8.0,1.05,7.0,1.07,8.0,1.07,8.0,1.05,11.25,1.07,7.5,1.06,Na,Na,Na,Na,Na,Na,Na,Na
1006,2011-2012,Bandirma Kirmizi,Hacettepe,2011-12-18,68,74,3.2,1.3,3.2,1.3,3.2,1.3,3.3,1.3,3.1,1.43,3.0,1.33,Na,Na,Na,Na,Na,Na,Na,Na
1007,2011-2012,Trabzonspor,Tofas,2011-12-18,72,78,2.4,1.5,2.35,1.5,2.5,1.5,2.6,1.45,2.76,1.51,2.4,1.5,Na,Na,Na,Na,Na,Na,Na,Na
1008,2011-2012,Besiktas,Galatasaray,2011-12-17,73,65,2.2,1.6,2.2,1.55,2.5,1.5,2.54,1.48,2.82,1.49,2.38,1.53,Na,Na,Na,Na,Na,Na,Na,Na
1009,2011-2012,Pinar Karsiyaka,Erdemirspor,2011-12-17,80,71,1.3,3.2,1.25,3.6,1.25,3.5,1.33,3.2,1.38,3.36,1.33,3.0,Na,Na,Na,Na,Na,Na,Na,Na
1010,2011-2012,Turk Telekom,Bandirma,2011-12-17,60,84,2.2,1.6,1.95,1.7,2.1,1.7,2.15,1.65,2.31,1.68,2.2,1.62,Na,Na,Na,Na,Na,Na,Na,Na
1011,2011-2012,Mersin BSB,Aliaga Petkim,2011-12-17,82,89,1.5,2.4,1.35,2.9,1.4,2.75,1.38,2.9,1.53,2.68,1.4,2.75,Na,Na,Na,Na,Na,Na,Na,Na
1012,2011-2012,Fenerbahce,Eskisehir,2011-12-17,80,63,1.05,8.0,1.05,8.5,1.07,8.0,1.05,8.5,1.07,10.6,1.06,7.5,Na,Na,Na,Na,Na,Na,Na,Na
1013,2011-2012,Bandirma,Besiktas,2011-10-12,86,67,1.65,2.1,1.65,2.0,1.58,2.25,1.65,2.1,1.65,2.39,1.62,2.2,Na,Na,Na,Na,Na,Na,Na,Na
1014,2011-2012,Erdemirspor,Mersin BSB,2011-10-12,65,70,1.4,2.75,1.35,2.9,1.4,2.75,1.42,2.7,1.44,3.01,1.44,2.62,Na,Na,Na,Na,Na,Na,Na,Na
1015,2011-2012,Tofas,Pinar Karsiyaka,2011-10-12,74,80,1.65,2.1,1.55,2.2,1.66,2.1,1.7,2.06,1.74,2.23,1.73,2.0,Na,Na,Na,Na,Na,Na,Na,Na
1016,2011-2012,Eskisehir,Turk Telekom,2011-10-12,85,94,1.85,1.85,1.8,1.8,2.0,1.72,1.87,1.87,1.95,1.95,1.91,1.8,Na,Na,Na,Na,Na,Na,Na,Na
1017,2011-2012,Galatasaray,Bandirma Kirmizi,2011-10-12,74,55,1.01,15.0,1.01,10.0,Na,Na,1.01,12.0,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1018,2011-2012,Hacettepe,Antalya BB,2011-10-12,76,79,1.5,2.4,1.45,2.5,1.5,2.5,1.48,2.54,1.57,2.58,1.53,2.38,Na,Na,Na,Na,Na,Na,Na,Na
1019,2011-2012,Aliaga Petkim,Fenerbahce,2011-10-12,61,70,5.5,1.12,5.0,1.14,4.75,1.14,5.5,1.12,5.99,1.17,4.59,1.17,Na,Na,Na,Na,Na,Na,Na,Na
1020,2011-2012,Anadolu Efes,Trabzonspor,2011-10-12,91,72,1.01,15.0,1.02,8.0,Na,Na,1.01,15.5,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1021,2011-2012,Fenerbahce,Erdemirspor,2011-04-12,77,60,1.12,5.5,1.1,6.2,1.1,6.5,1.1,6.2,1.11,7.95,1.1,6.0,Na,Na,Na,Na,Na,Na,Na,Na
1022,2011-2012,Antalya BB,Galatasaray,2011-04-12,76,88,7.0,1.07,7.0,1.07,7.5,1.08,7.35,1.07,10.15,1.08,7.0,1.07,Na,Na,Na,Na,Na,Na,Na,Na
1023,2011-2012,Pinar Karsiyaka,Mersin BSB,2011-03-12,75,69,1.3,3.2,1.3,3.2,1.3,3.2,1.33,3.2,1.34,3.61,1.33,3.0,Na,Na,Na,Na,Na,Na,Na,Na
1024,2011-2012,Bandirma Kirmizi,Bandirma,2011-03-12,65,88,7.0,1.07,6.2,1.1,6.5,1.1,6.2,1.1,8.76,1.09,7.0,1.07,Na,Na,Na,Na,Na,Na,Na,Na
1025,2011-2012,Turk Telekom,Aliaga Petkim,2011-03-12,59,78,1.2,4.0,1.3,3.2,1.25,3.5,1.23,3.9,1.29,4.01,1.2,4.2,Na,Na,Na,Na,Na,Na,Na,Na
1026,2011-2012,Trabzonspor,Hacettepe,2011-03-12,76,78,1.4,2.75,1.3,3.2,1.4,2.75,1.38,2.9,1.38,3.36,1.36,2.88,Na,Na,Na,Na,Na,Na,Na,Na
1027,2011-2012,Besiktas,Eskisehir,2011-03-12,76,69,1.12,5.5,1.1,6.2,1.13,5.0,1.15,4.75,1.18,5.68,1.14,4.75,Na,Na,Na,Na,Na,Na,Na,Na
1028,2011-2012,Tofas,Anadolu Efes,2011-03-12,97,96,8.0,1.05,8.5,1.05,8.0,1.07,6.75,1.08,11.75,1.06,7.0,1.07,Na,Na,Na,Na,Na,Na,Na,Na
1029,2011-2012,Galatasaray,Trabzonspor,2011-11-27,87,67,1.04,8.5,1.02,10.0,1.04,11.0,1.05,8.5,1.05,14.0,1.03,10.0,Na,Na,Na,Na,Na,Na,Na,Na
1030,2011-2012,Mersin BSB,Fenerbahce,2011-11-27,81,83,4.0,1.2,4.2,1.2,4.25,1.18,3.9,1.23,4.54,1.24,4.5,1.18,Na,Na,Na,Na,Na,Na,Na,Na
1031,2011-2012,Erdemirspor,Turk Telekom,2011-11-26,92,73,2.75,1.4,2.7,1.4,2.75,1.4,3.0,1.35,2.98,1.45,2.62,1.44,Na,Na,Na,Na,Na,Na,Na,Na
1032,2011-2012,Eskisehir,Bandirma Kirmizi,2011-11-26,81,60,1.12,5.5,1.12,5.5,1.13,5.0,1.14,4.95,1.17,5.99,1.12,6.5,Na,Na,Na,Na,Na,Na,Na,Na
1033,2011-2012,Bandirma,Antalya BB,2011-11-26,77,75,1.07,7.0,1.12,5.5,1.1,6.5,1.12,5.5,1.1,8.6,1.12,6.5,Na,Na,Na,Na,Na,Na,Na,Na
1034,2011-2012,Hacettepe,Tofas,2011-11-26,73,67,2.75,1.4,2.7,1.4,2.75,1.4,2.65,1.44,2.92,1.47,2.88,1.36,Na,Na,Na,Na,Na,Na,Na,Na
1035,2011-2012,Anadolu Efes,Pinar Karsiyaka,2011-11-26,79,74,1.07,7.0,1.1,6.2,1.11,6.25,1.1,6.1,1.08,10.15,1.1,6.0,Na,Na,Na,Na,Na,Na,Na,Na
1036,2011-2012,Aliaga Petkim,Besiktas,2011-11-25,80,92,4.4,1.17,4.5,1.17,4.5,1.15,4.95,1.14,5.5,1.19,4.0,1.22,Na,Na,Na,Na,Na,Na,Na,Na
1037,2011-2012,Anadolu Efes,Hacettepe,2011-11-20,98,64,1.01,15.0,1.01,12.0,Na,Na,1.01,18.0,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1038,2011-2012,Bandirma Kirmizi,Aliaga Petkim,2011-11-20,88,89,6.5,1.08,6.2,1.1,6.5,1.1,5.5,1.12,7.67,1.12,5.5,1.12,Na,Na,Na,Na,Na,Na,Na,Na
1039,2011-2012,Tofas,Galatasaray,2011-11-20,75,95,4.0,1.2,4.2,1.2,4.0,1.2,4.2,1.2,4.76,1.23,4.2,1.2,Na,Na,Na,Na,Na,Na,Na,Na
1040,2011-2012,Besiktas,Erdemirspor,2011-11-19,84,88,1.03,10.0,1.05,8.5,Na,Na,1.03,10.0,1.05,13.0,1.05,8.0,Na,Na,Na,Na,Na,Na,Na,Na
1041,2011-2012,Turk Telekom,Mersin BSB,2011-11-19,88,82,1.12,5.5,1.14,5.0,1.13,5.0,1.12,5.5,1.17,5.91,1.14,4.75,Na,Na,Na,Na,Na,Na,Na,Na
1042,2011-2012,Antalya BB,Eskisehir,2011-11-19,73,78,1.42,2.65,1.4,2.7,1.52,2.4,1.38,2.9,1.43,3.05,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1043,2011-2012,Trabzonspor,Bandirma,2011-11-19,72,78,4.0,1.2,4.2,1.2,4.0,1.2,4.2,1.2,4.22,1.27,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1044,2011-2012,Pinar Karsiyaka,Fenerbahce,2011-11-19,75,77,3.55,1.25,3.6,1.25,4.0,1.2,3.5,1.28,3.88,1.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1045,2011-2012,Galatasaray,Anadolu Efes,2011-11-13,61,69,1.72,2.0,1.7,1.8,1.7,2.1,1.75,2.0,1.68,2.34,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na
1046,2011-2012,Aliaga Petkim,Antalya BB,2011-11-13,89,76,1.3,3.2,1.25,3.0,1.35,2.95,1.32,3.15,1.46,2.96,1.33,3.25,Na,Na,Na,Na,Na,Na,Na,Na
1047,2011-2012,Fenerbahce,Turk Telekom,2011-11-13,64,83,1.12,5.5,1.1,4.8,Na,Na,1.14,4.95,1.14,6.34,1.13,5.0,Na,Na,Na,Na,Na,Na,Na,Na
1048,2011-2012,Bandirma,Tofas,2011-12-11,96,85,1.2,4.0,1.14,4.0,1.2,4.0,1.17,4.59,1.27,4.25,1.2,4.3,Na,Na,Na,Na,Na,Na,Na,Na
1049,2011-2012,Erdemirspor,Bandirma Kirmizi,2011-12-11,85,66,1.05,8.0,1.02,8.0,1.05,10.0,1.05,8.5,1.07,11.25,1.05,9.0,Na,Na,Na,Na,Na,Na,Na,Na
1050,2011-2012,Eskisehir,Trabzonspor,2011-12-11,67,74,1.25,3.55,1.2,3.4,1.28,3.3,1.25,3.7,1.32,3.76,1.25,3.75,Na,Na,Na,Na,Na,Na,Na,Na
1051,2011-2012,Hacettepe,Pinar Karsiyaka,2011-12-11,75,91,4.0,1.2,3.4,1.2,4.0,1.2,4.2,1.2,4.26,1.27,3.75,1.25,Na,Na,Na,Na,Na,Na,Na,Na
1052,2011-2012,Mersin BSB,Besiktas,2011-12-11,82,98,6.5,1.08,4.8,1.1,6.0,1.12,6.2,1.1,7.69,1.12,5.5,1.12,Na,Na,Na,Na,Na,Na,Na,Na
1053,2011-2012,Besiktas,Fenerbahce,2011-06-11,83,78,1.72,2.0,1.7,1.95,Na,Na,1.75,2.0,1.75,2.2,1.73,2.0,Na,Na,Na,Na,Na,Na,Na,Na
1054,2011-2012,Bandirma Kirmizi,Mersin BSB,2011-06-11,63,77,5.5,1.12,5.0,1.14,6.0,1.12,5.25,1.13,7.14,1.12,5.25,1.12,Na,Na,Na,Na,Na,Na,Na,Na
1055,2011-2012,Anadolu Efes,Bandirma,2011-06-11,84,76,1.05,8.0,1.05,8.5,1.07,8.0,1.05,8.5,1.07,11.25,1.05,8.0,Na,Na,Na,Na,Na,Na,Na,Na
1056,2011-2012,Tofas,Eskisehir,2011-05-11,68,57,1.38,2.8,1.3,3.2,1.3,3.2,1.35,3.0,1.34,3.57,1.3,3.2,Na,Na,Na,Na,Na,Na,Na,Na
1057,2011-2012,Antalya BB,Erdemirspor,2011-05-11,70,72,1.5,2.4,1.45,2.5,1.52,2.4,1.5,2.45,1.56,2.58,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na
1058,2011-2012,Trabzonspor,Aliaga Petkim,2011-05-11,67,77,1.65,2.1,1.6,2.1,1.65,2.15,1.65,2.15,1.83,2.1,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na
1059,2011-2012,Hacettepe,Galatasaray,2011-05-11,68,86,8.0,1.05,8.5,1.05,12.0,1.03,8.5,1.05,11.65,1.06,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1060,2011-2012,Pinar Karsiyaka,Turk Telekom,2011-04-11,98,110,1.65,2.1,1.55,2.2,1.66,2.1,1.65,2.15,1.78,2.16,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na
1061,2011-2012,Aliaga Petkim,Tofas,2011-10-30,74,73,1.65,2.1,1.6,2.1,1.72,2.0,1.65,2.15,1.78,2.16,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na
1062,2011-2012,Bandirma,Hacettepe,2011-10-30,84,66,1.05,8.0,1.05,8.5,1.06,9.0,1.05,8.5,1.11,8.36,1.1,6.0,Na,Na,Na,Na,Na,Na,Na,Na
1063,2011-2012,Eskisehir,Anadolu Efes,2011-10-30,67,88,8.0,1.05,8.5,1.05,9.0,1.05,7.5,1.07,14.0,1.05,7.0,1.08,Na,Na,Na,Na,Na,Na,Na,Na
1064,2011-2012,Galatasaray,Pinar Karsiyaka,2011-10-30,79,72,1.12,5.5,1.1,6.2,1.12,6.0,1.1,6.1,1.12,7.24,1.12,5.25,Na,Na,Na,Na,Na,Na,Na,Na
1065,2011-2012,Erdemirspor,Trabzonspor,2011-10-29,71,62,1.25,3.55,1.25,3.6,1.25,3.5,1.25,3.65,1.29,4.05,1.25,3.5,Na,Na,Na,Na,Na,Na,Na,Na
1066,2011-2012,Fenerbahce,Bandirma Kirmizi,2011-10-29,93,60,Na,Na,1.01,10.0,Na,Na,1.01,21.0,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1067,2011-2012,Mersin BSB,Antalya BB,2011-10-29,102,65,1.5,2.4,1.5,2.35,1.52,2.4,1.52,2.4,1.56,2.61,1.55,2.29,Na,Na,Na,Na,Na,Na,Na,Na
1068,2011-2012,Turk Telekom,Besiktas,2011-10-28,88,97,2.1,1.65,2.1,1.6,2.1,1.66,2.15,1.65,2.27,1.71,2.04,1.7,Na,Na,Na,Na,Na,Na,Na,Na
1069,2011-2012,Bandirma Kirmizi,Turk Telekom,2011-10-23,67,95,4.0,1.2,3.6,1.25,3.5,1.25,3.55,1.25,4.76,1.23,4.0,1.2,Na,Na,Na,Na,Na,Na,Na,Na
1070,2011-2012,Anadolu Efes,Aliaga Petkim,2011-10-23,80,65,1.02,12.0,1.02,10.0,Na,Na,1.02,11.0,1.05,13.0,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na
1071,2011-2012,Tofas,Erdemirspor,2011-10-22,74,70,1.5,2.4,1.45,2.5,1.48,2.54,1.44,2.65,1.51,2.74,1.4,2.75,Na,Na,Na,Na,Na,Na,Na,Na
1072,2011-2012,Pinar Karsiyaka,Besiktas,2011-10-22,93,100,2.4,1.5,2.2,1.55,2.35,1.55,2.2,1.6,2.66,1.54,2.2,1.6,Na,Na,Na,Na,Na,Na,Na,Na
1073,2011-2012,Hacettepe,Eskisehir,2011-10-22,74,80,1.6,2.2,Na,Na,1.58,2.25,1.62,2.2,1.66,2.38,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na
1074,2011-2012,Trabzonspor,Mersin BSB,2011-10-22,66,78,1.85,1.85,1.75,1.85,1.75,1.95,1.8,1.95,1.88,2.02,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na
1075,2011-2012,Galatasaray,Bandirma,2011-10-22,84,73,1.1,5.8,1.1,6.2,1.12,5.5,1.15,4.75,1.17,5.99,1.14,4.75,Na,Na,Na,Na,Na,Na,Na,Na
1076,2011-2012,Antalya BB,Fenerbahce,2011-10-22,77,81,7.0,1.07,6.2,1.1,7.0,1.08,6.1,1.1,8.31,1.11,7.0,1.07,Na,Na,Na,Na,Na,Na,Na,Na
1077,2011-2012,Turk Telekom,Antalya BB,2011-10-16,94,85,1.25,3.55,1.3,3.2,1.3,3.2,1.32,3.15,1.28,4.08,1.3,3.2,Na,Na,Na,Na,Na,Na,Na,Na
1078,2011-2012,Aliaga Petkim,Hacettepe,2011-10-16,65,75,1.2,4.0,1.14,5.0,1.13,5.0,1.14,4.95,1.2,5.16,1.18,4.25,Na,Na,Na,Na,Na,Na,Na,Na
1079,2011-2012,Bandirma,Pinar Karsiyaka,2011-10-16,71,79,1.3,3.2,1.3,3.2,1.33,3.0,1.32,3.15,1.37,3.39,1.35,2.9,Na,Na,Na,Na,Na,Na,Na,Na
1080,2011-2012,Besiktas,Bandirma Kirmizi,2011-10-16,107,69,1.01,15.0,1.05,8.5,Na,Na,1.03,10.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1081,2011-2012,Fenerbahce,Trabzonspor,2011-10-15,88,63,1.02,12.0,1.02,10.0,Na,Na,1.05,8.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1082,2011-2012,Eskisehir,Galatasaray,2011-10-15,71,98,4.75,1.14,5.0,1.14,5.0,1.13,4.95,1.14,4.76,1.23,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1083,2011-2012,Mersin BSB,Tofas,2011-10-15,61,72,1.6,2.2,1.5,2.35,1.65,2.15,1.55,2.35,1.63,2.44,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1084,2011-2012,Erdemirspor,Anadolu Efes,2011-10-15,53,89,7.0,1.07,5.0,1.14,6.5,1.1,4.9,1.14,7.31,1.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1085,2012-2013,Galatasaray,Bandirma,2013-06-15,76,58,1.15,5.0,1.14,5.0,1.18,4.5,1.19,4.33,1.21,5.12,1.22,4.0,1.21,5.4,Na,Na,Na,Na,Na,Na
1086,2012-2013,Bandirma,Galatasaray,2013-12-06,86,85,2.1,1.7,1.85,1.75,2.0,1.75,2.04,1.72,1.99,1.92,2.1,1.75,2.08,1.88,Na,Na,Na,Na,Na,Na
1087,2012-2013,Bandirma,Galatasaray,2013-10-06,71,72,2.25,1.62,2.2,1.55,2.29,1.6,2.25,1.6,2.25,1.72,2.25,1.67,2.25,1.74,Na,Na,Na,Na,Na,Na
1088,2012-2013,Galatasaray,Bandirma,2013-07-06,80,66,1.15,5.0,1.2,4.2,1.18,4.5,1.19,4.33,1.23,4.72,1.22,4.5,1.21,5.3,Na,Na,Na,Na,Na,Na
1089,2012-2013,Galatasaray,Bandirma,2013-05-06,79,62,1.2,4.34,1.2,4.2,1.2,4.25,1.19,4.33,1.23,4.68,1.25,3.75,1.23,4.95,Na,Na,Na,Na,Na,Na
1090,2012-2013,Bandirma,Anadolu Efes,2013-02-06,76,65,1.88,1.88,1.85,1.75,2.04,1.72,2.0,1.75,2.1,1.81,1.91,1.91,2.08,1.88,Na,Na,Na,Na,Na,Na
1091,2012-2013,Bandirma,Anadolu Efes,2013-05-31,75,69,1.8,1.96,1.8,1.8,1.75,2.0,1.8,1.95,1.91,2.0,1.85,1.85,1.91,2.04,Na,Na,Na,Na,Na,Na
1092,2012-2013,Pinar Karsiyaka,Galatasaray,2013-05-30,77,79,2.5,1.5,2.5,1.45,2.6,1.45,2.54,1.48,2.52,1.6,2.38,1.53,2.84,1.51,Na,Na,Na,Na,Na,Na
1093,2012-2013,Anadolu Efes,Bandirma,2013-05-28,76,78,1.3,3.4,1.3,3.2,1.32,3.25,1.35,3.0,1.38,3.35,1.33,3.0,1.35,3.65,Na,Na,Na,Na,Na,Na
1094,2012-2013,Galatasaray,Pinar Karsiyaka,2013-05-27,64,59,1.08,7.25,1.09,6.5,1.1,7.0,1.1,6.25,1.12,7.8,1.08,6.5,1.12,7.5,Na,Na,Na,Na,Na,Na
